date_sampled,address,1st_draw,2nd_draw,3rd_draw,4th_draw,5th_draw,6th_draw,7th_draw,8th_draw,9th_draw,10th_draw,year,month,1st_5th_highest,highest_sample
2018-12-21,61XX N Meade ,7.2,4.73,8.18,10.9,11.7,12.5,12.0,12.6,12.8,12.6,2018,12,11.7,12.8
2018-12-24,15XX N Monticello ,9.84,11.0,9.69,8.83,7.82,7.62,8.2,8.49,9.64,10.2,2018,12,9.84,11.0
2018-12-26,52XX N Bernard St,3.11,7.03,11.6,11.8,13.6,4.14,2.47,5.81,8.92,11.1,2018,12,13.6,13.6
2018-12-27,16XX W Summerdale Ave,33.9,41.3,34.9,34.9,44.4,71.4,69.1,68.1,64.3,56.3,2018,12,44.4,71.4
2018-12-28,29XX W Birchwood ,4.56,4.97,5.16,6.35,6.28,6.14,6.26,6.13,5.85,5.96,2018,12,6.28,6.35
2019-01-02,8XX W Lill Ave****,8.48,7.69,6.9,7.4,8.49,9.43,10.9,9.54,9.18,10.2,2019,1,8.49,10.9
2019-01-03,19XX W Cornelia ,21.5,29.7,32.1,33.8,36.6,39.8,27.3,26.4,24.2,21.1,2019,1,36.6,39.8
2019-01-04,41XX W Addison ,9.39,9.07,10.7,10.8,13.0,14.3,18.4,20.6,22.6,23.0,2019,1,13.0,23.0
2019-01-04,68XX N Wildwood ,3.23,5.01,6.61,10.1,11.9,10.5,10.2,9.84,9.46,10.0,2019,1,11.9,11.9
2019-01-07,11XX W Wrightwood ,5.56,5.66,4.67,4.92,5.29,6.44,6.21,5.9,6.35,5.4,2019,1,5.56,6.44
2019-01-07,40XX N Maplewood ,0.0,1.23,1.25,1.44,1.52,1.7,1.47,1.39,1.24,1.05,2019,1,1.52,1.7
2019-01-09,61XX W Dakin St**,3.26,3.49,3.44,3.8,3.82,4.84,4.79,4.29,3.75,3.03,2019,1,3.82,4.84
2019-01-14,55XX S Blackstone ,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,1.34,1.34
2019-01-15,37XX N Sacramento ,4.92,6.91,8.97,8.06,11.1,11.2,11.5,12.0,10.7,9.15,2019,1,11.1,12.0
2019-01-16,68XX N Waukesha ,6.02,6.02,6.0,7.5,7.34,7.61,7.5,7.66,7.37,7.06,2019,1,7.34,7.66
2019-01-17,24XX W Pensacola ,3.02,4.2,1.89,1.91,1.71,1.82,1.66,1.64,1.43,1.3,2019,1,3.02,4.2
2019-01-17,7XX N Latrobe ,6.48,7.37,7.34,6.16,5.45,4.88,3.85,3.68,3.19,3.29,2019,1,6.48,7.37
2019-01-18,96XX S Prairie Av,6.0,6.5,8.02,9.37,11.4,13.5,12.6,10.9,18.9,2.8,2019,1,11.4,18.9
2019-01-19,XX S Oakley ,2.01,2.38,3.07,3.74,3.94,4.15,4.08,4.43,4.47,4.63,2019,1,3.94,4.63
2019-01-19,62XX W Bernice ,4.34,4.73,4.17,3.98,3.76,4.15,7.77,9.33,9.51,8.84,2019,1,4.34,9.51
2019-01-23,50XX N Normandy ,4.54,5.58,6.89,7.53,8.13,7.58,8.35,13.4,15.0,15.3,2019,1,8.13,15.3
2019-01-23,57XX W Higgins ,5.08,7.1,9.3,10.7,11.0,10.1,9.34,8.64,8.28,8.42,2019,1,11.0,11.0
2019-01-25,50XX W Winona ,1.85,3.55,3.66,3.94,4.07,4.06,4.15,4.78,6.28,7.51,2019,1,4.07,7.51
2019-01-28,28XX N Whipple ,3.49,4.48,5.71,5.09,4.78,4.75,15.0,5.98,18.5,17.6,2019,1,4.78,18.5
2019-01-28,58XX N Magnolia ,4.62,4.64,6.06,6.0,6.4,7.04,7.05,6.58,6.36,6.42,2019,1,6.4,7.05
2019-01-29,57XX N Wayne Ave**,11.3,24.6,15.0,26.0,18.0,17.6,19.6,21.2,19.7,17.3,2019,1,18.0,26.0
2019-02-04,20XX W Bradley Pl,8.54,21.4,22.6,19.8,17.6,16.2,14.8,16.5,19.4,19.1,2019,2,17.6,22.6
2019-02-04,25XX N Kimball ,9.65,13.8,17.0,16.6,16.8,17.9,16.7,15.4,14.2,14.8,2019,2,16.8,17.9
2019-02-04,39XX N Lowell ,5.89,6.71,6.62,6.74,8.16,11.0,12.2,12.8,12.9,13.2,2019,2,8.16,13.2
2019-02-05,13XX W Bryn Mawr ,5.76,6.14,6.16,6.4,6.18,6.68,7.92,7.7,8.03,9.72,2019,2,6.18,9.72
2019-02-05,9XX W Belle Plaine ,1.74,1.34,1.32,1.1,1.88,1.25,0.0,0.0,0.0,1.1,2019,2,1.88,1.88
2019-02-06,18XX N Winchester ,10.8,10.8,6.18,5.99,5.76,4.43,5.9,4.94,2.78,2.18,2019,2,10.8,10.8
2019-02-06,22XX W Shakespeare ,45.6,26.5,5.46,5.35,4.54,3.85,3.68,3.38,3.3,3.08,2019,2,45.6,45.6
2019-02-07,48XX W Cornelia ,5.27,14.1,7.71,8.71,7.34,7.28,17.1,23.5,21.8,17.9,2019,2,7.34,23.5
2019-02-07,55XX N Paris ,15.8,7.43,5.79,6.03,5.11,5.92,5.29,4.76,4.7,4.13,2019,2,15.8,15.8
2019-02-08,46XX N Kostner ,5.36,5.94,7.42,7.84,7.86,8.24,8.41,8.36,8.06,6.51,2019,2,7.86,8.41
2019-02-08,59XX N Kostner ,5.12,6.19,6.61,7.08,8.46,8.79,8.78,9.59,9.97,11.0,2019,2,8.46,11.0
2019-02-09,52XX W Oakdale ,6.91,8.27,9.37,9.24,8.96,8.84,8.47,9.63,14.2,16.6,2019,2,8.96,16.6
2019-02-09,58XX N Mason ,10.6,6.18,5.06,7.26,7.94,6.71,5.78,3.35,1.67,1.3,2019,2,10.6,10.6
2019-02-11,102XX S Forest ,3.04,4.0,4.06,5.77,9.88,9.24,9.08,7.15,4.21,2.14,2019,2,9.88,9.88
2019-02-13,17XX W Barry ,16.1,23.2,28.7,38.9,39.9,41.3,40.0,39.9,39.8,41.7,2019,2,39.9,41.7
2019-02-14,37XX W Ohio ,7.4,8.14,8.18,8.05,8.98,8.88,8.57,8.18,8.33,11.7,2019,2,8.98,11.7
2019-02-14,51XX W Wilson ,4.04,4.32,4.91,5.33,4.87,4.82,5.98,12.5,12.8,13.3,2019,2,4.87,13.3
2019-02-15,35XX W Pierce Ave,4.56,491.0,420.0,231.0,73.7,39.6,29.7,32.4,24.7,11.0,2019,2,73.7,491.0
2019-02-16,41XX N Mason ,2.67,3.45,4.01,3.97,3.97,4.17,5.1,9.93,15.4,17.2,2019,2,3.97,17.2
2019-02-23,44XX N Menard ,3.12,3.23,3.2,3.88,4.09,4.14,4.9,6.45,7.71,8.88,2019,2,4.09,8.88
2019-02-25,36XX W 107th ,9.97,17.3,17.5,24.1,27.0,23.7,23.0,21.2,17.7,15.7,2019,2,27.0,27.0
2019-02-27,35XX N Kolmar Ave,19.1,3.96,3.88,3.88,4.07,10.0,14.1,13.2,13.9,16.8,2019,2,19.1,19.1
2019-02-28,28XX W Dickens ,42.8,20.4,18.6,16.6,12.9,11.5,9.41,8.96,8.66,9.0,2019,2,42.8,42.8
2019-02-28,58XX N Lacey ,5.98,7.1,8.07,8.0,17.8,22.8,20.0,17.0,14.9,14.1,2019,2,17.8,22.8
2019-03-01,19XX N Harding ,5.62,8.64,7.8,12.6,6.77,5.8,5.49,5.04,5.3,4.8,2019,3,6.77,12.6
2019-03-01,22XX N Neva ,3.28,4.09,3.26,3.32,4.68,6.24,4.14,4.67,5.74,7.2,2019,3,4.68,7.2
2019-03-01,22XX W Greenleaf ,8.37,9.68,11.6,9.72,7.69,10.8,20.1,21.0,18.9,16.4,2019,3,8.37,21.0
2019-03-02,104XX S Avenue J ,4.58,13.0,16.9,17.0,17.2,17.8,12.9,26.8,22.6,17.7,2019,3,17.2,26.8
2019-03-06,106XX S Talman ,5.7,5.62,6.34,7.33,12.9,25.3,,15.9,14.9,14.5,2019,3,12.9,25.3
2019-03-06,21XX W Walton ,3.16,2.51,3.64,16.3,12.6,12.9,13.4,13.4,12.9,7.82,2019,3,12.6,16.3
2019-03-07,29XX W Rascher ,9.02,7.21,5.05,9.49,10.5,10.9,12.0,13.6,13.2,17.1,2019,3,10.5,17.1
2019-03-07,33XX N Ridgeway Ave,3.26,4.24,5.28,5.1,4.95,4.73,13.1,14.8,10.8,8.91,2019,3,4.95,14.8
2019-03-08,46XX S Hermitage Av,12.4,15.9,6.36,4.94,3.93,3.6,3.39,2.97,2.82,2.93,2019,3,12.4,15.9
2019-03-11,21XX N Lincoln ,4.55,3.66,9.46,9.78,9.97,10.7,11.7,13.0,12.1,12.7,2019,3,9.97,13.0
2019-03-11,93XX S Longwood ,8.16,7.79,12.6,6.94,4.76,5.56,5.94,8.39,10.3,9.53,2019,3,8.16,12.6
2019-03-12,17XX N St Michaels ,14.7,5.17,5.61,5.89,5.8,5.26,5.26,3.92,3.74,3.57,2019,3,14.7,14.7
2019-03-12,37XX W 60th Pl,6.0,6.88,6.64,6.75,7.24,7.06,6.36,5.49,5.03,4.17,2019,3,7.24,7.24
2019-03-13,18XX N Mohawk ,9.02,9.77,10.1,9.97,9.4,13.6,20.9,22.0,24.4,24.1,2019,3,9.4,24.4
2019-03-13,40XX N Kilbourn ,8.4,10.8,9.56,7.78,6.85,5.88,6.09,6.06,5.16,3.78,2019,3,8.4,10.8
2019-03-13,53XX N Luna ,6.89,7.63,9.43,10.0,10.2,17.8,18.3,17.4,24.5,32.1,2019,3,10.2,32.1
2019-03-14,27XX N McVicker ,5.63,6.13,4.49,5.84,6.91,8.78,11.3,10.1,8.29,8.17,2019,3,6.91,11.3
2019-03-15,57XX N Wayne Ave**,8.26,19.1,13.0,25.1,17.6,15.3,15.5,17.0,17.2,15.5,2019,3,17.6,25.1
2019-03-19,23XX S Marshall Blvd,0.0,0.0,1.66,1.77,1.14,0.0,0.0,0.0,0.0,0.0,2019,3,1.14,1.77
2019-03-20,76XX S Rhodes ,6.24,5.16,11.6,14.2,10.2,7.37,6.64,7.23,7.12,6.46,2019,3,10.2,14.2
2019-03-21,28XX N Monitor ,3.34,4.21,3.69,5.42,6.31,7.7,12.3,13.2,11.8,11.3,2019,3,6.31,13.2
2019-03-21,30XX W Diversey ,25.2,32.0,32.2,40.0,94.8,88.0,99.6,98.8,101.0,99.6,2019,3,94.8,101.0
2019-03-21,99XX S Longwood Dr,11.4,10.2,9.64,9.44,9.13,8.93,8.8,9.16,9.77,10.0,2019,3,11.4,11.4
2019-03-25,34XX N Pacific Ave*******,11.0,11.0,10.0,11.0,12.0,13.0,13.0,13.0,15.0,13.0,2019,3,12.0,15.0
2019-03-25,39XX N Oakley ,0.0,1.06,1.0,0.0,0.0,0.0,1.16,1.14,1.13,1.23,2019,3,0.0,1.23
2019-03-26,68XX S Claremont ,2.48,3.02,6.25,16.3,17.1,16.9,19.0,7.62,3.22,2.16,2019,3,17.1,19.0
2019-03-28,36XX N Campbell ,13.6,14.1,15.6,12.8,21.2,33.1,34.0,29.8,28.3,29.9,2019,3,21.2,34.0
2019-03-28,41XX N Major ,7.05,9.6,8.51,8.31,7.92,15.4,27.9,30.3,21.8,19.9,2019,3,7.92,30.3
2019-03-29,17XX N North Park ,2.65,4.56,12.4,14.6,18.1,23.7,24.2,19.8,17.0,14.8,2019,3,18.1,24.2
2019-03-29,32XX S Union ,7.41,6.82,10.6,10.0,12.9,15.4,15.5,12.9,10.8,9.89,2019,3,12.9,15.5
2019-03-31,27XX W Logan Blvd,4.4,6.0,16.7,16.9,15.7,14.5,12.8,11.5,11.1,10.2,2019,3,15.7,16.9
2019-04-01,13XX W Byron ,12.6,20.0,18.4,13.1,18.4,27.4,28.4,23.9,10.6,5.2,2019,4,18.4,28.4
2019-04-01,29XX W Lunt ,5.78,5.54,5.36,5.39,5.66,7.92,10.6,11.3,11.1,11.9,2019,4,5.78,11.9
2019-04-02,69XX N Greenview ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,4,0.0,0.0
2019-04-04,88XX S Creiger ,5.12,6.34,7.82,12.2,15.0,18.4,19.6,21.2,23.1,25.6,2019,4,15.0,25.6
2019-04-05,28XX S Kildare ,6.36,5.62,9.11,6.28,5.82,5.2,4.18,3.27,3.54,3.15,2019,4,6.36,9.11
2019-04-06,21XX W 82nd Pl,2.91,4.8,5.84,6.43,6.98,7.49,7.29,6.18,4.94,3.63,2019,4,6.98,7.49
2019-04-06,65XX N Oxford ,5.08,6.14,4.98,5.06,4.66,4.98,5.09,5.43,5.36,5.21,2019,4,5.08,6.14
2019-04-09,13XX W Cornelia ,10.8,11.2,12.0,13.6,14.2,13.6,14.6,17.6,22.3,29.0,2019,4,14.2,29.0
2019-04-09,52XX N Mason ,13.2,33.0,8.36,5.0,4.8,4.44,3.77,3.56,3.49,3.34,2019,4,13.2,33.0
2019-04-11,50XX N Melvina ,7.37,5.2,5.05,8.16,10.2,11.2,3.94,3.5,0.0,0.0,2019,4,10.2,11.2
2019-04-12,17XX W Albion ,7.64,7.76,7.88,7.3,7.04,13.6,21.5,21.0,21.3,21.6,2019,4,7.64,21.6
2019-04-13,111XX S Avenue H ,3.61,4.35,3.79,3.24,4.64,4.16,3.57,3.83,5.73,7.61,2019,4,4.64,7.61
2019-04-15,28XX W Giddings ,8.2,9.45,8.76,9.28,9.35,9.43,9.71,8.99,9.16,9.13,2019,4,9.35,9.71
2019-04-15,38XX N Kostner ,11.8,22.2,21.4,20.1,18.8,16.0,15.2,13.3,11.4,10.9,2019,4,18.8,22.2
2019-04-15,38XX N Kostner ,8.93,6.51,5.32,6.15,6.24,6.17,6.84,9.92,11.7,12.0,2019,4,8.93,12.0
2019-04-17,52XX S Mobile ,9.24,8.51,7.49,14.0,7.45,6.38,6.81,7.3,8.87,9.13,2019,4,9.24,14.0
2019-04-18,27XX N Monitor ,4.14,3.82,4.96,7.45,7.19,7.12,7.18,7.1,8.05,7.61,2019,4,7.19,8.05
2019-04-19,10XX N Marshfield ,18.9,60.8,6.63,4.86,4.47,4.44,3.91,4.04,3.74,3.56,2019,4,18.9,60.8
2019-04-19,62XX S Mason ,2.22,3.57,5.66,5.82,5.3,5.84,13.6,15.4,14.2,13.5,2019,4,5.3,15.4
2019-04-19,96XX S Seeley ,2.26,4.38,12.9,16.9,17.6,14.9,19.6,28.6,12.8,9.34,2019,4,17.6,28.6
2019-04-20,48XX N Mason ,3.06,2.33,3.93,4.69,4.69,9.21,11.1,11.3,15.0,16.2,2019,4,4.69,16.2
2019-04-20,52XX W George ,4.87,9.54,10.8,10.8,10.2,9.57,10.2,9.71,11.3,14.4,2019,4,10.2,14.4
2019-04-20,62XX N Legett ,13.5,5.93,7.24,6.5,6.14,5.86,13.8,10.4,8.79,8.54,2019,4,13.5,13.8
2019-04-22,41XX S Berkeley ,4.46,4.38,4.69,5.02,6.67,10.7,10.8,9.43,9.62,10.0,2019,4,6.67,10.8
2019-04-23,68XX N Loron ,6.55,4.11,3.41,3.14,3.09,3.05,3.26,3.38,3.66,3.76,2019,4,6.55,6.55
2019-04-26,53XX N Luna ,5.82,6.62,8.86,8.75,9.13,8.89,11.1,33.8,44.4,45.1,2019,4,9.13,45.1
2019-05-01,60XX N Mason ,3.12,7.15,6.67,10.2,14.5,14.9,15.1,17.3,16.1,15.8,2019,5,14.5,17.3
2019-05-01,73XX N Meade ,3.86,3.45,3.61,3.77,3.95,4.2,3.96,4.2,6.57,11.9,2019,5,3.95,11.9
2019-05-03,39XX W 64th Pl,7.7,7.61,9.93,10.5,10.8,11.4,18.5,28.2,29.2,30.2,2019,5,10.8,30.2
2019-05-03,56XX S Artesian ,4.98,7.91,9.73,10.1,9.41,9.12,8.88,13.4,20.5,21.9,2019,5,9.41,21.9
2019-05-07,48XX W Balmoral ,9.48,9.48,15.9,16.1,15.6,15.7,12.0,7.57,6.41,5.94,2019,5,15.6,16.1
2019-05-08,50XX N Nordica ,1.46,3.16,9.12,4.32,7.09,7.16,9.13,8.39,8.07,7.46,2019,5,7.09,9.13
2019-05-09,98XX S Greenwood ,3.74,3.29,5.35,5.55,5.95,7.48,12.6,14.8,13.8,12.0,2019,5,5.95,14.8
2019-05-10,49XX N Winchester ,5.23,7.75,11.0,12.8,18.5,17.9,16.9,15.9,13.4,11.1,2019,5,18.5,18.5
2019-05-13,47XX N Chester ,10.6,10.9,11.3,10.8,11.6,21.0,24.4,25.5,28.7,25.9,2019,5,11.6,28.7
2019-05-13,69XX N Tonty ,4.569,1.5,1.11,1.3,1.32,3.95,7.98,14.6,15.9,10.0,2019,5,4.569,15.9
2019-05-14,126XX S Harvard ,131.0,41.8,14.6,9.66,10.7,8.39,7.17,4.77,6.19,4.37,2019,5,131.0,131.0
2019-05-15,107XX S Washtenaw ,2.03,2.19,3.48,3.6,3.29,3.28,4.44,6.96,8.1,6.9,2019,5,3.29,8.1
2019-05-16,97XX S Winchester Ave,4.72,4.69,5.66,12.0,17.4,13.1,11.9,11.4,11.5,11.2,2019,5,17.4,17.4
2019-05-18,32XX W Ardmore ,6.32,10.6,13.7,20.6,13.4,16.7,16.7,16.1,17.3,16.0,2019,5,13.4,20.6
2019-05-18,51XX N Sayre ,5.33,7.2,6.65,6.69,6.48,6.49,13.8,17.3,17.6,17.0,2019,5,6.48,17.6
2019-05-20,107XX S Talman ,2.79,5.03,5.34,3.99,4.03,4.09,4.38,8.2,10.9,11.0,2019,5,4.03,11.0
2019-05-20,24XX W Coyle ,3.78,4.22,5.44,6.16,8.06,10.6,13.6,14.4,13.5,12.1,2019,5,8.06,14.4
2019-05-21,39XX W 84th Pl,30.2,21.1,22.2,11.2,13.8,12.4,15.9,16.1,15.4,15.5,2019,5,30.2,30.2
2019-05-23,62XX W 64th St,11.1,11.0,14.1,14.7,16.3,19.8,19.7,17.7,18.4,16.5,2019,5,16.3,19.8
2019-05-25,50XX W Fletcher ,3.42,7.87,6.76,10.1,12.2,13.1,13.0,11.9,10.0,9.67,2019,5,12.2,13.1
2019-05-25,78XX S Rhodes ,7.64,11.6,12.1,13.0,12.9,12.6,13.5,14.3,22.4,30.1,2019,5,12.9,30.1
2019-05-28,33XX N Odell ,3.46,4.36,4.57,4.67,4.82,4.93,5.0,5.04,4.48,4.12,2019,5,4.82,5.04
2019-05-29,53XX S Cornell ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,5,0.0,0.0
2019-05-30,62XX W Berenice ,2.0,2.1,2.58,3.44,3.39,3.25,3.94,6.32,13.7,18.7,2019,5,3.39,18.7
2019-05-30,99XX S Lasalle ,2.49,6.44,4.2,4.56,5.02,5.32,5.88,7.03,7.02,6.88,2019,5,5.02,7.03
2019-05-31,38XX N Albany ,0.0,0.0,0.0,1.5,1.29,1.77,2.32,2.37,2.62,2.53,2019,5,1.29,2.62
2019-05-31,44XX N Lacrosse ,6.79,7.7,6.73,5.9,9.61,16.2,15.3,15.6,15.3,14.5,2019,5,9.61,16.2
2019-06-01,67XX W 56th St,2.95,2.74,2.9,3.18,5.34,5.69,6.89,6.44,9.89,12.5,2019,6,5.34,12.5
2019-06-01,87XX S Constance ,2.03,2.47,3.4,3.78,3.73,5.68,16.6,15.9,14.4,14.0,2019,6,3.73,16.6
2019-06-01,88XX S Parnell ,6.38,6.6,6.42,8.05,12.1,12.1,14.5,15.7,16.4,18.1,2019,6,12.1,18.1
2019-06-03,45XX W Altgeld St,20.0,31.9,38.3,38.8,34.7,30.0,26.4,24.9,23.5,21.8,2019,6,34.7,38.8
2019-06-03,68XX N Osceola ,213.0,8.36,5.59,5.2,7.53,10.2,22.1,30.7,18.0,13.1,2019,6,213.0,213.0
2019-06-03,74XX N Octavia ,5.44,6.23,6.74,7.14,10.9,6.9,18.2,17.9,16.2,13.7,2019,6,10.9,18.2
2019-06-04,65XX W 60th St,7.5,8.33,10.1,10.6,10.4,11.0,11.2,11.0,10.4,9.84,2019,6,10.4,11.2
2019-06-05,48XX W Berteau ,9.35,22.5,19.1,18.4,16.9,17.1,16.1,13.2,8.06,7.24,2019,6,16.9,22.5
2019-06-05,55XX N Wayne ,9.15,10.0,12.1,12.3,11.1,11.1,9.91,9.27,8.76,8.05,2019,6,11.1,12.3
2019-06-05,56XX S Parkside ,6.93,7.65,7.38,7.93,8.71,8.57,10.4,19.44,22.5,22.7,2019,6,8.71,22.7
2019-06-06,15XX E 76th Pl,9.42,16.2,10.8,7.88,6.75,6.11,6.55,6.38,7.64,8.26,2019,6,9.42,16.2
2019-06-06,35XX N Lowell ,5.8,8.5,30.9,38.2,25.1,20.6,18.7,16.6,21.2,20.4,2019,6,25.1,38.2
2019-06-06,50XX N Natchez ,3.93,3.54,4.16,3.48,3.35,3.62,5.79,8.64,10.7,12.0,2019,6,3.93,12.0
2019-06-07,38XX N Paris ,6.04,5.25,6.84,6.98,7.36,8.23,10.3,15.9,16.5,17.3,2019,6,7.36,17.3
2019-06-07,39XX N Mobile ,5.67,2.92,4.11,20.2,8.04,13.2,9.53,11.4,8.96,5.61,2019,6,8.04,20.2
2019-06-08,41XX N Springfield ,10.1,10.1,10.4,10.3,13.3,15.4,13.3,19.7,20.8,18.0,2019,6,13.3,20.8
2019-06-10,37XX W 103rd St,5.28,5.24,5.41,6.09,8.81,15.3,17.6,18.1,18.7,18.6,2019,6,8.81,18.7
2019-06-10,83XX S Seeley ,4.08,5.51,18.3,22.2,22.6,22.0,21.2,19.4,16.8,16.4,2019,6,22.6,22.6
2019-06-11,59XX W Midway Park ,7.51,17.7,33.4,26.8,21.2,19.6,19.3,18.1,14.7,13.6,2019,6,21.2,33.4
2019-06-11,59XX S Major ,4.02,5.32,6.63,6.34,6.07,6.38,6.84,17.4,23.2,22.8,2019,6,6.07,23.2
2019-06-13,20XX W Addison ,7.97,23.4,33.7,43.4,43.2,44.9,46.2,48.1,46.2,41.3,2019,6,43.2,48.1
2019-06-13,53XX S Rutherford ,2.93,3.46,4.06,4.04,4.12,4.83,8.58,13.0,13.9,13.4,2019,6,4.12,13.9
2019-06-14,130XX S Muskegon ,3.34,2.51,2.7,2.99,3.52,4.14,4.74,5.06,5.2,5.84,2019,6,3.52,5.84
2019-06-14,89XX S Carpenter ,2.36,3.9,0.66,3.03,4.15,4.15,3.65,3.6,3.63,3.33,2019,6,4.15,4.15
2019-06-15,40XX N Hamlin ,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,6,7.26,7.26
2019-06-17,32XX N Albany ,4.27,6.14,7.16,13.2,14.0,11.6,9.96,8.56,6.4,6.88,2019,6,14.0,14.0
2019-06-17,44XX W Ainslie ,2.61,3.54,2.89,2.53,3.19,4.12,4.75,4.88,4.69,4.47,2019,6,3.19,4.88
2019-06-17,67XX N Ashland ,3.97,4.5,4.63,4.81,4.73,7.25,14.0,24.2,26.1,20.2,2019,6,4.73,26.1
2019-06-18,104XX S Albany ,1.01,1.67,2.46,3.39,5.08,4.63,4.61,4.79,4.63,3.52,2019,6,5.08,5.08
2019-06-18,16XX W Jarvis ,6.9,7.55,9.56,15.8,25.4,23.8,22.2,24.3,21.9,30.2,2019,6,25.4,30.2
2019-06-18,38XX N Sacramento ,5.61,13.3,11.9,15.3,11.1,12.6,17.0,21.0,23.0,22.0,2019,6,11.1,23.0
2019-06-18,XX W Burton Pl,5.79,5.23,5.38,5.38,5.16,5.3,6.11,7.97,8.74,9.27,2019,6,5.79,9.27
2019-06-19,34XX W 116th St,5.18,8.91,11.8,10.0,13.4,29.6,33.2,28.4,27.8,28.4,2019,6,13.4,33.2
2019-06-19,50XX N Nordica ,5.62,9.63,8.36,13.0,16.8,20.4,19.4,14.2,20.5,19.1,2019,6,16.8,20.5
2019-06-20,58XX N Bernard ,5.03,5.19,3.85,3.38,15.0,3.62,3.99,3.68,3.29,3.11,2019,6,15.0,15.0
2019-06-21,17XX N Normandy ,4.21,3.6,4.04,4.33,4.23,4.67,8.44,16.4,23.0,25.2,2019,6,4.23,25.2
2019-06-21,27XX W Augusta ,7.17,8.41,13.2,22.0,15.7,13.7,13.5,13.9,15.8,16.1,2019,6,15.7,22.0
2019-06-21,65XX N Onarga ,4.5,4.9,4.92,5.68,5.43,5.74,5.71,6.68,12.8,14.4,2019,6,5.43,14.4
2019-06-22,54XX W Gettysburg ,4.35,4.32,4.04,3.03,3.02,4.5,7.62,9.84,10.6,10.0,2019,6,4.35,10.6
2019-06-24,20XX N Dayton ,1.42,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,6,1.42,1.42
2019-06-24,33XX W Adams ,9.43,12.5,20.4,10.8,14.6,25.0,17.1,14.6,14.4,15.6,2019,6,14.6,25.0
2019-06-25,40XX N Major ,1.06,1.0,1.9,2.19,1.93,1.78,2.03,1.84,2.5,2.62,2019,6,1.93,2.62
2019-06-25,67XX N Avondale ,6.5,6.22,6.44,6.29,6.16,8.89,19.5,24.1,23.0,22.6,2019,6,6.5,24.1
2019-06-27,60XX N Landers ,5.78,5.28,5.42,7.53,7.61,7.29,7.72,8.63,12.4,25.7,2019,6,7.61,25.7
2019-06-27,73XX N Odell ,4.4,5.46,5.8,5.84,8.14,18.4,22.1,23.6,20.1,27.4,2019,6,8.14,27.4
2019-06-28,17XX W 100th Pl,3.75,4.0,4.45,7.69,5.72,6.74,8.99,11.9,15.3,16.2,2019,6,5.72,16.2
2019-06-28,29XX N Troy ,3.66,5.23,8.14,9.21,9.46,10.9,11.0,10.6,10.6,10.3,2019,6,9.46,11.0
2019-06-28,53XX S Neva ,5.6,5.56,5.84,6.16,6.48,7.07,7.54,8.08,7.66,8.16,2019,6,6.48,8.16
2019-06-29,114XX S St Lawrence ,57.2,17.7,29.9,34.2,22.1,18.0,16.2,8.86,7.25,6.39,2019,6,57.2,57.2
2019-06-29,59XX N Bernard ,2.83,3.35,3.02,3.06,2.92,0.02,2.85,2.81,2.88,2.75,2019,6,2.92,3.35
2019-07-02,116XX S Aberdeen ,4.41,5.28,6.78,5.93,6.41,8.2,11.0,11.2,14.5,13.1,2019,7,6.41,14.5
2019-07-02,21XX W 115th St,8.6,3.05,3.35,4.54,4.68,8.08,13.9,15.8,16.0,16.9,2019,7,8.6,16.9
2019-07-02,30XX N Francisco ,2.85,4.48,5.31,6.65,7.38,9.14,10.9,14.2,16.5,15.5,2019,7,7.38,16.5
2019-07-02,49XX N Central Park ,7.83,3.57,8.64,11.0,10.6,9.52,8.75,9.12,9.82,12.6,2019,7,10.6,12.6
2019-07-02,91XX S Creiger ,2.59,3.89,8.43,9.64,10.0,12.1,12.5,12.4,11.8,10.6,2019,7,10.0,12.5
2019-07-03,52XX S New England  ,6.5,5.38,5.2,5.81,6.04,5.82,15.2,31.4,33.2,30.9,2019,7,6.5,33.2
2019-07-05,121XX S Throop ,29.2,33.0,33.4,37.8,46.8,48.0,48.2,49.4,52.2,57.2,2019,7,46.8,57.2
2019-07-08,29XX W Eastwood ,9.56,8.85,17.8,28.0,29.0,27.9,27.2,25.6,23.6,21.3,2019,7,29.0,29.0
2019-07-08,98XX S Calumet ,8.04,9.4,9.29,10.1,13.3,17.7,18.3,21.8,21.8,18.6,2019,7,13.3,21.8
2019-07-09,41XX N Kilbourn ,13.2,22.3,26.8,27.7,29.9,33.0,29.8,28.9,28.3,26.9,2019,7,29.9,33.0
2019-07-09,50XX N Kilbourn ,4.58,4.54,7.38,10.6,14.0,12.8,11.2,5.14,4.09,3.72,2019,7,14.0,14.0
2019-07-09,62XX N Greenview ,2.57,2.4,2.33,2.38,2.45,3.65,4.74,5.72,5.9,5.78,2019,7,2.57,5.9
2019-07-10,16XX N Mobile ,5.23,5.3,5.32,5.71,6.06,10.4,17.6,19.1,19.2,18.5,2019,7,6.06,19.2
2019-07-10,17XX N Narragansett ,11.7,15.0,18.7,16.8,14.5,16.0,20.4,23.0,29.2,27.8,2019,7,14.5,29.2
